TAIL_KEY,TAIL_NUM,MODEL_STD,MAX_SEATS,EXPECTED_PASSENGERS,AIRLINE_NAME,CONCOURSE,GATE_COUNT,A_GATES,B_GATES,C_GATES,D_GATES,E_GATES,NUM_DOORS_USED,SEAT_LAYOUT,AVG_ROW_NUM
8775Q,N8775Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8776L,N8776L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8777Q,N8777Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8778Q,N8778Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8779Q,N8779Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
877DN,N877DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
877NN,N877NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
877UA,N877UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8780Q,N8780Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8781Q,N8781Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8782Q,N8782Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8783L,N8783L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8784Q,N8784Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8785L,N8785L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8786Q,N8786Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8787K,N8787K,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8788L,N8788L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8789Q,N8789Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
878DN,N878DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
878NN,N878NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
878RW,N878RW,E170,76.0,65.0,Republic Airways,D,22,0,0,0,22,0,1.0,Narrow,20.0
878UA,N878UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8790Q,N8790Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8791D,N8791D,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8792Q,N8792Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8793Q,N8793Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8794Q,N8794Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8795L,N8795L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8796L,N8796L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8797Q,N8797Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8798Q,N8798Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
879DN,N879DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
879NN,N879NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
879RW,N879RW,E170,76.0,65.0,Republic Airways,D,22,0,0,0,22,0,1.0,Narrow,20.0
879UA,N879UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8800L,N8800L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8801Q,N8801Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8802Q,N8802Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8803L,N8803L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8804L,N8804L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8805L,N8805L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8806Q,N8806Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8807L,N8807L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8808Q,N8808Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8809L,N8809L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
880DN,N880DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
880NN,N880NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
880RW,N880RW,E170,76.0,65.0,Republic Airways,D,22,0,0,0,22,0,1.0,Narrow,20.0
880UA,N880UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8810L,N8810L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8811L,N8811L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8812Q,N8812Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8813Q,N8813Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8814K,N8814K,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8815L,N8815L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8816Q,N8816Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8817L,N8817L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8818Q,N8818Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8819L,N8819L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
881DN,N881DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
881NN,N881NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
881UA,N881UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8820L,N8820L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8821S,N8821S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8822Q,N8822Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8823Q,N8823Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8824Q,N8824Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8825Q,N8825Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8826Q,N8826Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8827Q,N8827Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8828L,N8828L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8829Q,N8829Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
882DN,N882DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
882NN,N882NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
882RW,N882RW,E170,76.0,65.0,Republic Airways,D,22,0,0,0,22,0,1.0,Narrow,20.0
882UA,N882UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8830Q,N8830Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8831L,N8831L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
88327,N88327,E175,88.0,76.0,Mesa Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
8832H,N8832H,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
88332,N88332,E175,88.0,76.0,Mesa Airlines,D,22,0,0,0,22,0,1.0,Narrow,21.0
8833L,N8833L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8834L,N8834L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8835Q,N8835Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8836Q,N8836Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8837Q,N8837Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8838Q,N8838Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8839Q,N8839Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
883DN,N883DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
883NN,N883NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
883UA,N883UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8840Q,N8840Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8841L,N8841L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8842L,N8842L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8843S,N8843S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8844Q,N8844Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8845L,N8845L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8846Q,N8846Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8847Q,N8847Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8848Q,N8848Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8849Q,N8849Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
884DN,N884DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
884NN,N884NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
884UA,N884UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8850Q,N8850Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8851Q,N8851Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8852Q,N8852Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8853Q,N8853Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8854Q,N8854Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8855Q,N8855Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8856S,N8856S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8857Q,N8857Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8858K,N8858K,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8859Q,N8859Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
885DN,N885DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
885NN,N885NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
8860S,N8860S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8861Q,N8861Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8862Q,N8862Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8863Q,N8863Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8864H,N8864H,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8865L,N8865L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8866H,N8866H,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8867Q,N8867Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8868L,N8868L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8869L,N8869L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
886DN,N886DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
886NN,N886NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
8870K,N8870K,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8871Q,N8871Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8872Q,N8872Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8873S,N8873S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8874Q,N8874Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8875B,N8875B,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8876Q,N8876Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8877Q,N8877Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8878L,N8878L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8879Q,N8879Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
887DN,N887DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
887NN,N887NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
8880G,N8880G,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8881L,N8881L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8882Q,N8882Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8883Q,N8883Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8884Q,N8884Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8885,N8885,NAN,,,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,,,
8885Q,N8885Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8886C,N8886C,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8887Q,N8887Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8888M,N8888M,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8889Q,N8889Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
888DU,N888DU,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
8890Q,N8890Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8891Q,N8891Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8892S,N8892S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8893L,N8893L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8894Q,N8894Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8895Q,N8895Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8896L,N8896L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8897K,N8897K,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8898L,N8898L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8899H,N8899H,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
889DN,N889DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
889NN,N889NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
889UA,N889UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8900L,N8900L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8901Q,N8901Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8902Q,N8902Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8903H,N8903H,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8904L,N8904L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8905Q,N8905Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8906K,N8906K,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8907L,N8907L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8908Q,N8908Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8909L,N8909L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
890DN,N890DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
890NN,N890NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
890UA,N890UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8910Q,N8910Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8911Q,N8911Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8912Q,N8912Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8913S,N8913S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8914Q,N8914Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8915Q,N8915Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8916Q,N8916Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8917Q,N8917Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8918Q,N8918Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8919K,N8919K,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
891AT,N891AT,717-200,155.0,133.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
891DN,N891DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
891NN,N891NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
891UA,N891UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8920Q,N8920Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8921Q,N8921Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8922Q,N8922Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8923Q,N8923Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8924Q,N8924Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8925Q,N8925Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8926Q,N8926Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8927Q,N8927Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8928Q,N8928Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8929S,N8929S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
892AT,N892AT,717-200,155.0,133.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,26.0
892DN,N892DN,737-900ER,220.0,189.0,Delta Air Lines,D,22,0,0,0,22,0,1.0,Narrow,34.0
892NN,N892NN,737-800,189.0,163.0,American Airlines,D,22,0,0,0,22,0,1.0,Narrow,31.0
892UA,N892UA,A319-100,156.0,134.0,United Airlines,D,22,0,0,0,22,0,1.0,Narrow,27.0
8930S,N8930S,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8931L,N8931L,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8932Q,N8932Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
8933Q,N8933Q,737 MAX 8,210.0,181.0,Southwest Airlines,"A, B, C, E",44,11,14,14,0,5,1.0,Narrow,31.0
