TAIL_NUM,tail_raw,tail_display,MFR,MODEL,TYPE-ACFT,TYPE-ENG,YEAR MFR,AIR WORTH DATE,STATUS CODE,MODE S CODE,MODE S CODE HEX,HAS_MODEL,FOUND_IN_MASTER,FOUND_IN_ACFTREF
N483UA,N483UA,N483UA,AIRBUS INDUSTRIE,A320-232,5,5,2001,20020204,V,51372601,A5F581,True,True,True
N562UW,N562UW,N562UW,AIRBUS,A321-231,5,5,2012,20121030,V,51630057,A7302F,True,True,True
N126DN,N126DN,N126DN,AIRBUS,A321-211,5,5,2021,20211029,V,50065124,A06A54,True,True,True
N842NN,N842NN,N842NN,BOEING,737-823,5,5,2010,20100615,V,52704200,AB8880,True,True,True
N921XJ,N921XJ,N921XJ,BOMBARDIER INC,CL-600-2D24,5,5,2008,20080416,V,53141767,ACC3F7,True,True,True
N889NN,N889NN,N889NN,BOEING,737-823,5,5,2012,20120327,V,53040175,AC407D,True,True,True
N303DN,N303DN,N303DN,AIRBUS SAS,A321-213,5,5,2016,20220921,V,50625317,A32ACF,True,True,True
N531NK,N531NK,N531NK,,,,,,,,,,False,False,False
N740EV,N740EV,N740EV,BOMBARDIER INC,CL-600-2C10,5,5,2004,20040714,V,52371402,A9F302,True,True,True
N958NN,N958NN,N958NN,BOEING,737-823,5,5,2014,20141008,V,53251630,AD5398,True,True,True
N879NN,N879NN,N879NN,BOEING,737-823,5,5,2011,20111108,V,53014376,AC18FE,True,True,True
N553UW,N553UW,N553UW,AIRBUS,A321-231,5,5,2011,20111216,V,51606147,A70C67,True,True,True
N361DN,N361DN,N361DN,AIRBUS SAS,A321-213,5,5,2018,20220927,V,51010133,A4105B,True,True,True
N330DX,N330DX,N330DX,AIRBUS SAS,A321-213,5,5,2017,20250128,V,50713060,A39630,True,True,True
N593NN,N593NN,N593NN,BOMBARDIER INC,CL-600-2D24,5,5,2016,20160511,V,51724705,A7A9C5,True,True,True
240NV,240NV,N240NV,AIRBUS,A320-214,5,5,2000,20180407,V,50430477,A2313F,True,True,True
N117UW,N117UW,N117UW,AIRBUS INDUSTRIE,A320-214,5,5,2000,20000705,V,50044013,A0480B,True,True,True
N967NN,N967NN,N967NN,BOEING,737-823,5,5,2015,20150302,V,53273540,AD7760,True,True,True
N868NN,N868NN,N868NN,BOEING,737-823,5,5,2011,20110605,V,52766710,ABEDC8,True,True,True
N195PQ,N195PQ,N195PQ,BOMBARDIER INC,CL-600-2D24,5,5,2008,20081218,V,50276022,A17C12,True,True,True
N373DX,N373DX,N373DX,AIRBUS,A321-211,5,5,2019,20190308,V,51037521,A43F51,True,True,True
N331DN,N331DN,N331DN,AIRBUS SAS,A321-213,5,5,2017,20250127,V,50714736,A399DE,True,True,True
N169UW,N169UW,N169UW,AIRBUS INDUSTRIE,A321-211,5,5,2001,20010406,V,50212364,A114F4,True,True,True
248NV,248NV,N248NV,AIRBUS,A320-214,5,5,2017,20170726,V,50447367,A24EF7,True,True,True
N176PQ,N176PQ,N176PQ,BOMBARDIER INC,CL-600-2D24,5,5,2008,20080429,V,50230313,A130CB,True,True,True
N830UA,N830UA,N830UA,AIRBUS INDUSTRIE,A319-131,5,4,2000,20000705,V,52655035,AB5A1D,True,True,True
N197PQ,N197PQ,N197PQ,BOMBARDIER INC,CL-600-2D24,5,5,2008,20081218,V,50301600,A18380,True,True,True
N821AW,N821AW,N821AW,AIRBUS INDUSTRIE,A319-132,5,4,2000,20010212,V,52632247,AB34A7,True,True,True
N980UY,N980UY,N980UY,AIRBUS,A321-231,5,5,2013,20131024,V,53326375,ADACFD,True,True,True
N514NK,N514NK,N514NK,,,,,,,,,,False,False,False
N8758L,N8758L,N8758L,BOEING,737-8,5,5,2022,20220526,V,53006144,AC0C64,True,True,True
N457UA,N457UA,N457UA,AIRBUS INDUSTRIE,A320-232,5,5,1999,20000216,V,51306740,A58DE0,True,True,True
N556UW,N556UW,N556UW,AIRBUS,A321-231,5,5,2012,20120804,V,51613614,A7178C,True,True,True
N350DN,N350DN,N350DN,AIRBUS,A321-211,5,5,2018,20180515,V,50762445,A3E525,True,True,True
N524UW,N524UW,N524UW,AIRBUS,A321-231,5,5,2009,20090721,V,51514641,A699A1,True,True,True
N916NN,N916NN,N916NN,BOEING,737-823,5,5,2013,20130204,V,53127056,ACAE2E,True,True,True
N983AN,N983AN,N983AN,BOEING,737-823,5,5,2009,20090517,V,53333126,ADB656,True,True,True
N124DX,N124DX,N124DX,AIRBUS,A321-211,5,5,2021,20210930,V,50061357,A062EF,True,True,True
N39423,N39423,N39423,BOEING,737-924ER,5,5,2008,20080627,V,51112137,A4945F,True,True,True
N152UW,N152UW,N152UW,AIRBUS,A321-211,5,5,2013,20130518,V,50151564,A0D374,True,True,True
N75410,N75410,N75410,BOEING,737-924,5,5,2001,20011204,V,52425571,AA2B79,True,True,True
N832UA,N832UA,N832UA,AIRBUS INDUSTRIE,A319-131,5,4,2000,20001016,V,52660613,AB618B,True,True,True
N827AW,N827AW,N827AW,AIRBUS INDUSTRIE,A319-132,5,4,2001,20010802,V,52645361,AB4AF1,True,True,True
N327DN,N327DN,N327DN,AIRBUS SAS,A321-213,5,5,2017,20250204,V,50704251,A388A9,True,True,True
N551UW,N551UW,N551UW,AIRBUS,A321-231,5,5,2011,20111208,V,51602371,A704F9,True,True,True
N12221,N12221,N12221,BOEING,737-824,5,5,1998,19981129,V,50056730,A05DD8,True,True,True
N903NN,N903NN,N903NN,BOEING,737-823,5,5,2012,20120919,V,53075612,AC7B8A,True,True,True
N986NN,N986NN,N986NN,BOEING,737-823,5,5,2016,20160220,V,53341247,ADC2A7,True,True,True
N324DX,N324DX,N324DX,AIRBUS SAS,A321-213,5,5,2017,20250212,V,50676615,A37D8D,True,True,True
N305DN,N305DN,N305DN,AIRBUS SAS,A321-213,5,5,2016,20220928,V,50631075,A3323D,True,True,True
N125DN,N125DN,N125DN,AIRBUS,A321-211,5,5,2021,20211014,V,50063235,A0669D,True,True,True
N954NN,N954NN,N954NN,BOEING,737-823,5,5,2014,20140703,V,53242274,AD44BC,True,True,True
N875UA,N875UA,N875UA,AIRBUS,A319-132,5,5,2004,20190927,V,53005254,AC0AAC,True,True,True
N817AW,N817AW,N817AW,AIRBUS INDUSTRIE,A319-132,5,4,2000,20001206,V,52621562,AB2372,True,True,True
N154UW,N154UW,N154UW,AIRBUS,A321-211,5,5,2013,20130614,V,50155342,A0DAE2,True,True,True
N935NN,N935NN,N935NN,BOEING,737-823,5,5,2013,20130805,V,53174565,ACF975,True,True,True
N178US,N178US,N178US,AIRBUS INDUSTRIE,A321-211,5,5,2001,20010712,V,50234270,A138B8,True,True,True
N961AN,N961AN,N961AN,BOEING,737-823,5,5,2001,20010423,V,53257752,AD5FEA,True,True,True
N127DN,N127DN,N127DN,AIRBUS,A321-211,5,5,2021,20210826,V,50067013,A06E0B,True,True,True
N586AS,N586AS,N586AS,BOEING,737-890,5,5,2007,20070927,V,51706103,A78C43,True,True,True
N312DN,N312DN,N312DN,AIRBUS SAS,A321-213,5,5,2016,20161102,V,50647227,A34E97,True,True,True
N748SK,N748SK,N748SK,BOMBARDIER INC,CL-600-2C10,5,5,2005,20050421,V,52410734,AA11DC,True,True,True
N545UW,N545UW,N545UW,AIRBUS,A321-231,5,5,2011,20110930,V,51566126,A6EC56,True,True,True
N832NN,N832NN,N832NN,BOEING,737-823,5,5,2010,20100331,V,52660401,AB6101,True,True,True
N552AS,N552AS,N552AS,BOEING,737-890,5,5,2006,20060222,V,51603352,A706EA,True,True,True
N386DN,N386DN,N386DN,AIRBUS SAS,A321-211,5,5,2019,20191016,V,51070754,A471EC,True,True,True
N336RU,N336RU,N336RU,BOEING,737-8,5,5,2018,20181206,V,50726643,A3ADA3,True,True,True
N914NN,N914NN,N914NN,BOEING,737-823,5,5,2013,20130121,V,53123300,ACA6C0,True,True,True
N195UW,N195UW,N195UW,AIRBUS,A321-211,5,5,2008,20080909,V,50276225,A17C95,True,True,True
N109DN,N109DN,N109DN,AIRBUS,A321-211,5,5,2021,20210608,V,50023173,A0267B,True,True,True
N623UX,N623UX,N623UX,EMBRAER S A,ERJ 170-200 LL,5,5,2019,20191205,V,52021472,A8233A,True,True,True
N471UA,N471UA,N471UA,AIRBUS INDUSTRIE,A320-232,5,5,2001,20010511,V,51343224,A5C694,True,True,True
N454UA,N454UA,N454UA,AIRBUS INDUSTRIE,A320-232,5,5,1999,19991206,V,51301273,A582BB,True,True,True
N984NN,N984NN,N984NN,BOEING,737-823,5,5,2016,20160108,V,53335471,ADBB39,True,True,True
N924NN,N924NN,N924NN,BOEING,737-823,5,5,2013,20130429,V,53147077,ACCE3F,True,True,True
N535UW,N535UW,N535UW,AIRBUS,A321-231,5,5,2009,20090731,V,51542327,A6C4D7,True,True,True
N336PQ,N336PQ,N336PQ,BOMBARDIER INC,CL-600-2D24,5,5,2014,20141010,V,50726555,A3AD6D,True,True,True
N312FR,N312FR,N312FR,AIRBUS,A320-251N,5,5,2017,20171108,V,50647314,A34ECC,True,True,True
N388DN,N388DN,N388DN,AIRBUS SAS,A321-211,5,5,2019,20190928,V,51074532,A4795A,True,True,True
N558AS,N558AS,N558AS,BOEING,737-890,5,5,2006,20060828,V,51616464,A71D34,True,True,True
N24224,N24224,N24224,BOEING,737-824,5,5,1998,19981217,V,50435050,A23A28,True,True,True
N526NK,N526NK,N526NK,,,,,,,,,,False,False,False
N768SK,N768SK,N768SK,BOMBARDIER INC,CL-600-2C11,5,5,2005,20250416,V,52460332,AA60DA,True,True,True
N880UA,N880UA,N880UA,AIRBUS,A319-132,5,5,2005,20200521,V,53017630,AC1F98,True,True,True
N492AS,N492AS,N492AS,BOEING,737-990ER,5,5,2015,20151207,V,51413627,A61797,True,True,True
N974UY,N974UY,N974UY,AIRBUS,A321-231,5,5,2011,20111029,V,53312132,AD945A,True,True,True
N506NK,N506NK,N506NK,,,,,,,,,,False,False,False
N570AS,N570AS,N570AS,BOEING,737-890,5,5,2007,20070317,V,51647172,A74E7A,True,True,True
N998NN,N998NN,N998NN,BOEING,737-800,5,5,2016,20160925,V,53370624,ADF194,True,True,True
N8761L,N8761L,N8761L,BOEING,737-8,5,5,2022,20220601,V,53007446,AC0F26,True,True,True
N883NN,N883NN,N883NN,BOEING,737-823,5,5,2012,20120117,V,53025063,AC2A33,True,True,True
N306SP,N306SP,N306SP,BOEING,737-8,5,5,2021,20210106,V,50633472,A3373A,True,True,True
N878UA,N878UA,N878UA,AIRBUS,A319-132,5,5,2005,20190927,V,53012721,AC15D1,True,True,True
N632SK,N632SK,N632SK,BOMBARDIER INC,CL-600-2C10,5,5,2011,20111031,V,52043304,A846C4,True,True,True
N899NN,N899NN,N899NN,BOEING,737-823,5,5,2012,20120814,V,53063774,AC67FC,True,True,True
N364DX,N364DX,N364DX,AIRBUS SAS,A321-213,5,5,2018,20220920,V,51015611,A41B89,True,True,True
N157UW,N157UW,N157UW,AIRBUS,A321-211,5,5,2013,20130718,V,50163007,A0E607,True,True,True
N847DN,N847DN,N847DN,BOEING,737-932ER,5,5,2015,20151005,V,52715062,AB9A32,True,True,True
N807AW,N807AW,N807AW,AIRBUS INDUSTRIE,A319-132,5,4,1999,19990830,V,52575763,AAFBF3,True,True,True
N415UA,N415UA,N415UA,,,,,,,,,,False,False,False
N116DN,N116DN,N116DN,AIRBUS SAS,A321-211,5,5,2021,20210422,V,50041325,A042D5,True,True,True
N12216,N12216,N12216,BOEING,737-824,5,5,1998,19980731,V,50056672,A05DBA,True,True,True
N914UY,N914UY,N914UY,AIRBUS,A321-231,5,5,2014,20141107,V,53123540,ACA760,True,True,True
N709EV,N709EV,N709EV,BOMBARDIER INC,CL-600-2C11,5,5,2002,20240821,V,52273165,A97675,True,True,True
N510NK,N510NK,N510NK,,,,,,,,,,False,False,False
N996NN,N996NN,N996NN,BOEING,737-823,5,5,2016,20160808,V,53365046,ADEA26,True,True,True
301NV,301NV,N301NV,AIRBUS,A319-112,5,5,2004,20120110,V,50622111,A32449,True,True,True
N579NN,N579NN,N579NN,BOMBARDIER INC,CL-600-2D24,5,5,2015,20151124,V,51670421,A77111,True,True,True
N815DN,N815DN,N815DN,BOEING,737-932ER,5,5,2014,20140205,V,52616107,AB1C47,True,True,True
N107SY,N107SY,N107SY,EMBRAER S A,ERJ 170-200 LR,5,5,2014,20140516,V,50020134,A0205C,True,True,True
N538AS,N538AS,N538AS,BOEING,737-890,5,5,2012,20120521,V,51547066,A6CE36,True,True,True
N745SK,N745SK,N745SK,BOMBARDIER INC,CL-600-2C10,5,5,2005,20050414,V,52403267,AA06B7,True,True,True
N107US,N107US,N107US,AIRBUS INDUSTRIE,A320-214,5,5,1999,19990803,V,50020210,A02088,True,True,True
209NV,209NV,N209NV,AIRBUS,A320-214,5,5,2013,20220523,V,50332262,A1B4B2,True,True,True
N491UA,N491UA,N491UA,AIRBUS,A320-232,5,5,2002,20020717,V,51412622,A61592,True,True,True
N363FR,N363FR,N363FR,AIRBUS,A320-251N,5,5,2019,20191114,V,51013776,A417FE,True,True,True
N825NN,N825NN,N825NN,BOEING,737-823,5,5,2010,20100215,V,52642247,AB44A7,True,True,True
N235FR,N235FR,N235FR,AIRBUS,A320-214,5,5,2016,20160909,V,50415640,A21BA0,True,True,True
N348DN,N348DN,N348DN,AIRBUS,A321-211,5,5,2018,20180516,V,50755536,A3DB5E,True,True,True
N475UA,N475UA,N475UA,AIRBUS INDUSTRIE,A320-232,5,5,2001,20010712,V,51352560,A5D570,True,True,True
N816AW,N816AW,N816AW,AIRBUS INDUSTRIE,A319-132,5,4,2000,20001106,V,52617673,AB1FBB,True,True,True
N358PW,N358PW,N358PW,BOEING,737-800,5,5,2017,20171203,V,51001737,A403DF,True,True,True
N922US,N922US,N922US,AIRBUS,A321-231,5,5,2015,20150411,V,53143553,ACC76B,True,True,True
N228PQ,N228PQ,N228PQ,BOMBARDIER INC,CL-600-2D24,5,5,2009,20090409,V,50400015,A2000D,True,True,True
N563UW,N563UW,N563UW,AIRBUS,A321-231,5,5,2012,20121208,V,51631746,A733E6,True,True,True
N801AW,N801AW,N801AW,AIRBUS INDUSTRIE,A319-132,5,4,1998,19981020,V,52562651,AAE5A9,True,True,True
N348PQ,N348PQ,N348PQ,BOMBARDIER INC,CL-600-2D24,5,5,2015,20150109,V,50756132,A3DC5A,True,True,True
N337DN,N337DN,N337DN,AIRBUS SAS,A321-213,5,5,2018,20220914,V,50730050,A3B028,True,True,True
N24212,N24212,N24212,BOEING,737-824,5,5,1998,19980630,V,50435003,A23A03,True,True,True
N957NN,N957NN,N957NN,BOEING,737-823,5,5,2014,20140908,V,53247741,AD4FE1,True,True,True
N8763L,N8763L,N8763L,BOEING,737-8,5,5,2022,20220623,V,53007554,AC0F6C,True,True,True
253NV,253NV,N253NV,AIRBUS,A320-214,5,5,2017,20171014,V,50461743,A263E3,True,True,True
N339DN,N339DN,N339DN,AIRBUS SAS,A321-213,5,5,2018,20250226,V,50733626,A3B796,True,True,True
N841NN,N841NN,N841NN,BOEING,737-823,5,5,2010,20100610,V,52702311,AB84C9,True,True,True
N318DX,N318DX,N318DX,AIRBUS SAS,A321-213,5,5,2017,20250115,V,50662352,A364EA,True,True,True
N536UW,N536UW,N536UW,AIRBUS,A321-231,5,5,2009,20091010,V,51544216,A6C88E,True,True,True
N676CA,N676CA,N676CA,BOMBARDIER INC,CL-600-2D24,5,5,2007,20070824,V,52171065,A8F235,True,True,True
N193UW,N193UW,N193UW,AIRBUS,A321-211,5,5,2008,20080718,V,50272447,A17527,True,True,True
N838AW,N838AW,N838AW,AIRBUS,A319-132,5,5,2005,20051118,V,52673047,AB7627,True,True,True
N367DN,N367DN,N367DN,AIRBUS,A321-211,5,5,2019,20190131,V,51023245,A426A5,True,True,True
N926UW,N926UW,N926UW,AIRBUS,A321-231,5,5,2015,20150605,V,53153113,ACD64B,True,True,True
N848UA,N848UA,N848UA,AIRBUS INDUSTRIE,A319-131,5,4,2002,20020315,V,52717524,AB9F54,True,True,True
N886NN,N886NN,N886NN,BOEING,737-823,5,5,2012,20120302,V,53032530,AC3558,True,True,True
N76265,N76265,N76265,BOEING,737-824,5,5,2001,20010827,V,52446076,AA4C3E,True,True,True
N975AN,N975AN,N975AN,BOEING,737-823,5,5,2001,20011113,V,53313105,AD9645,True,True,True
N472AS,N472AS,N472AS,BOEING,737-990ER,5,5,2015,20150409,V,51344231,A5C899,True,True,True
286NV,286NV,N286NV,AIRBUS,A320-214,5,5,2010,20201216,V,50562605,A2E585,True,True,True
N27239,N27239,N27239,BOEING,737-824,5,5,1999,19991014,V,50530315,A2B0CD,True,True,True
N383DZ,N383DZ,N383DZ,AIRBUS,A321-211,5,5,2019,20190604,V,51063322,A466D2,True,True,True
N808AW,N808AW,N808AW,AIRBUS INDUSTRIE,A319-132,5,4,1999,19991012,V,52577652,AAFFAA,True,True,True
N316PQ,N316PQ,N316PQ,BOMBARDIER INC,CL-600-2D24,5,5,2014,20140605,V,50657157,A35E6F,True,True,True
N8734Q,N8734Q,N8734Q,BOEING,737-8,5,5,2019,20190220,V,53002156,AC046E,True,True,True
N247AK,N247AK,N247AK,BOEING,737-990ER,5,5,2016,20160604,V,50445012,A24A0A,True,True,True
N328DN,N328DN,N328DN,AIRBUS SAS,A321-213,5,5,2017,20250331,V,50706140,A38C60,True,True,True
N918US,N918US,N918US,AIRBUS,A321-231,5,5,2015,20150204,V,53133066,ACB636,True,True,True
N836NN,N836NN,N836NN,BOEING,737-823,5,5,2010,20100429,V,52667735,AB6FDD,True,True,True
N578UW,N578UW,N578UW,AIRBUS INDUSTRIE,A321-231,5,5,2014,20140401,V,51666770,A76DF8,True,True,True
N903XJ,N903XJ,N903XJ,BOMBARDIER INC,CL-600-2D24,5,5,2007,20070725,V,53076147,AC7C67,True,True,True
229NV,229NV,N229NV,AIRBUS,A320-214,5,5,1997,20150930,V,50401660,A203B0,True,True,True
N5007E,N5007E,N5007E,AIRBUS,A319-115,5,5,2013,20131007,V,51436502,A63D42,True,True,True
N801UA,N801UA,N801UA,AIRBUS INDUSTRIE,A319-131,5,4,1997,19970707,V,52563527,AAE757,True,True,True
N76515,N76515,N76515,BOEING,737-824,5,5,2008,20080825,V,52453264,AA56B4,True,True,True
N341DN,N341DN,N341DN,AIRBUS,A321-211,5,5,2018,20180316,V,50740535,A3C15D,True,True,True
N153PQ,N153PQ,N153PQ,BOMBARDIER INC,CL-600-2D24,5,5,2007,20071219,V,50153250,A0D6A8,True,True,True
N581UW,N581UW,N581UW,AIRBUS INDUSTRIE,A321-231,5,5,2014,20140620,V,51675566,A77B76,True,True,True
N27205,N27205,N27205,BOEING,737-824,5,5,2000,20000722,V,50530140,A2B060,True,True,True
N189UW,N189UW,N189UW,AIRBUS INDUSTRIE,A321-211,5,5,2001,20010301,V,50261762,A163F2,True,True,True
N8762Q,N8762Q,N8762Q,BOEING,737-8,5,5,2022,20220610,V,53007515,AC0F4D,True,True,True
N344PP,N344PP,N344PP,BOEING,737-800,5,5,2017,20170812,V,50746575,A3CD7D,True,True,True
N954NK,N954NK,N954NK,AIRBUS,A320-271N,5,5,2022,20220310,V,53242271,AD44B9,True,True,True
N389DN,N389DN,N389DN,AIRBUS,A321-211,5,5,2020,20200221,V,51076421,A47D11,True,True,True
N391FR,N391FR,N391FR,AIRBUS,A320-251N,5,5,2022,20220428,V,51103415,A4870D,True,True,True
N8760L,N8760L,N8760L,BOEING,737-8,5,5,2022,20220623,V,53007403,AC0F03,True,True,True
289NV,289NV,N289NV,AIRBUS,A320-214,5,5,2011,20211002,V,50570252,A2F0AA,True,True,True
N179JB,N179JB,N179JB,,,,,,,,,,False,False,False
N209SY,N209SY,N209SY,EMBRAER S A,ERJ 170-200 LR,5,5,2017,20170508,V,50332431,A1B519,True,True,True
N978UY,N978UY,N978UY,AIRBUS,A321-231,5,5,2012,20121227,V,53321466,ADA336,True,True,True
N929NN,N929NN,N929NN,BOEING,737-823,5,5,2013,20130607,V,53160322,ACE0D2,True,True,True
N442UA,N442UA,N442UA,AIRBUS INDUSTRIE,A320-232,5,5,1998,19980316,V,51251716,A553CE,True,True,True
N976AK,N976AK,N976AK,BOEING,737-9,5,5,2022,20220321,V,53314771,AD99F9,True,True,True
N87512,N87512,N87512,BOEING,737-824,5,5,2008,20080517,V,53005577,AC0B7F,True,True,True
N216JB,N216JB,N216JB,,,,,,,,,,False,False,False
N927NN,N927NN,N927NN,BOEING,737-823,5,5,2013,20130516,V,53154544,ACD964,True,True,True
208NV,208NV,N208NV,AIRBUS,A320-214,5,5,2013,20220614,V,50330373,A1B0FB,True,True,True
N333DX,N333DX,N333DX,AIRBUS SAS,A321-213,5,5,2017,20250303,V,50720525,A3A155,True,True,True
N192JB,N192JB,N192JB,EMBRAER,ERJ 190-100 IGW,5,5,2005,20051216,V,50270143,A17063,True,True,True
N73259,N73259,N73259,BOEING,737-824,5,5,2001,20010522,V,52352642,A9D5A2,True,True,True
N601AW,N601AW,N601AW,AIRBUS,A320-232,5,5,2003,20040528,V,51745413,A7CB0B,True,True,True
N342DN,N342DN,N342DN,AIRBUS,A321-211,5,5,2018,20180307,V,50742424,A3C514,True,True,True
N118DY,N118DY,N118DY,AIRBUS,A321-211,5,5,2021,20210507,V,50045115,A04A4D,True,True,True
N443UA,N443UA,N443UA,AIRBUS INDUSTRIE,A320-232,5,5,1998,19980612,V,51253605,A55785,True,True,True
N583UW,N583UW,N583UW,AIRBUS INDUSTRIE,A321-231,5,5,2014,20140717,V,51701344,A782E4,True,True,True
N76508,N76508,N76508,BOEING,737-824,5,5,2008,20080210,V,52453224,AA5694,True,True,True
N47505,N47505,N47505,BOEING,737-9,5,5,2018,20180603,V,51353043,A5D623,True,True,True
N870DN,N870DN,N870DN,BOEING,737-900ER,5,5,2017,20170114,V,52773256,ABF6AE,True,True,True
N378DN,N378DN,N378DN,AIRBUS,A321-211,5,5,2019,20190921,V,51050733,A451DB,True,True,True
N375JB,N375JB,N375JB,EMBRAER,ERJ 190-100 IGW,5,5,2013,20131030,V,51043450,A44728,True,True,True
N3740C,N3740C,N3740C,BOEING,737-832,5,5,2000,20001219,V,51042402,A44502,True,True,True
N561UW,N561UW,N561UW,AIRBUS,A321-231,5,5,2012,20121019,V,51626170,A72C78,True,True,True
N881NN,N881NN,N881NN,BOEING,737-823,5,5,2011,20111205,V,53021305,AC22C5,True,True,True
N302DN,N302DN,N302DN,AIRBUS SAS,A321-213,5,5,2016,20220923,V,50623430,A32718,True,True,True
N12218,N12218,N12218,BOEING,737-824,5,5,1998,19980813,V,50056674,A05DBC,True,True,True
N206JQ,N206JQ,N206JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081017,V,50324444,A1A924,True,True,True
N3762Y,N3762Y,N3762Y,BOEING,737-832,5,5,2001,20011017,V,51046312,A44CCA,True,True,True
N387DN,N387DN,N387DN,AIRBUS,A321-211,5,5,2019,20190712,V,51072643,A475A3,True,True,True
N221JQ,N221JQ,N221JQ,EMBRAER,ERJ 170-200 LR,5,5,2007,20071212,V,50362617,A1E58F,True,True,True
N434UA,N434UA,N434UA,AIRBUS INDUSTRIE,A320-232,5,5,1996,19960717,V,51231675,A533BD,True,True,True
N380DN,N380DN,N380DN,AIRBUS,A321-211,5,5,2019,20190523,V,51055642,A45BA2,True,True,True
N14237,N14237,N14237,BOEING,737-824,5,5,1999,19990918,V,50126377,A0ACFF,True,True,True
N390DN,N390DN,N390DN,AIRBUS,A321-211,5,5,2019,20190719,V,51101441,A48321,True,True,True
N264AK,N264AK,N264AK,BOEING,737-990ER,5,5,2016,20160909,V,50506743,A28DE3,True,True,True
N902BC,N902BC,N902BC,EMBRAER,EMB-145LR,5,5,2005,20050202,V,53073266,AC76B6,True,True,True
N78524,N78524,N78524,BOEING,737-824,5,5,2010,20100823,V,52522724,AAA5D4,True,True,True
N860NN,N860NN,N860NN,BOEING,737-823,5,5,2010,20101109,V,52750020,ABD010,True,True,True
N279JB,N279JB,N279JB,EMBRAER,ERJ 190-100 IGW,5,5,2007,20070725,V,50544265,A2C8B5,True,True,True
N187JB,N187JB,N187JB,,,,,,,,,,False,False,False
N351DN,N351DN,N351DN,AIRBUS,A321-211,5,5,2018,20180531,V,50764334,A3E8DC,True,True,True
N213JQ,N213JQ,N213JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081219,V,50342576,A1C57E,True,True,True
N966NN,N966NN,N966NN,BOEING,737-823,5,5,2015,20150223,V,53271651,AD73A9,True,True,True
N345DN,N345DN,N345DN,AIRBUS,A321-211,5,5,2018,20180430,V,50750071,A3D039,True,True,True
N392FR,N392FR,N392FR,AIRBUS,A320-251N,5,5,,,V,51105304,A48AC4,True,True,True
N420UA,N420UA,N420UA,,,,,,,,,,False,False,False
N37267,N37267,N37267,BOEING,737-824,5,5,2001,20010902,V,51037203,A43E83,True,True,True
N758US,N758US,N758US,AIRBUS INDUSTRIE,A319-112,5,5,2000,20001106,V,52434624,AA3994,True,True,True
N395DN,N395DN,N395DN,BOEING,737-832,5,5,2000,20000715,V,51112664,A495B4,True,True,True
N311DN,N311DN,N311DN,AIRBUS SAS,A321-213,5,5,2016,20220927,V,50645340,A34AE0,True,True,True
N930NN,N930NN,N930NN,BOEING,737-823,5,5,2013,20130624,V,53163342,ACE6E2,True,True,True
N182GJ,N182GJ,N182GJ,BOMBARDIER INC,CL-600-2D24,5,5,2008,20150529,V,50244271,A148B9,True,True,True
N3737C,N3737C,N3737C,BOEING,737-832,5,5,2000,20001129,V,51041100,A44240,True,True,True
N351NW,N351NW,N351NW,AIRBUS INDUSTRIE,A320-212,5,5,1997,19980217,V,50764705,A3E9C5,True,True,True
N202JQ,N202JQ,N202JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080829,V,50315110,A19A48,True,True,True
N373JB,N373JB,N373JB,,,,,,,,,,False,False,False
N209JQ,N209JQ,N209JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081121,V,50332111,A1B449,True,True,True
N3745B,N3745B,N3745B,BOEING,737-832,5,5,2001,20010606,V,51042660,A445B0,True,True,True
N368JB,N368JB,N368JB,EMBRAER,ERJ 190-100 IGW,5,5,2013,20130521,V,51025316,A42ACE,True,True,True
N198UW,N198UW,N198UW,AIRBUS,A321-211,5,5,2013,20130213,V,50303672,A187BA,True,True,True
N203JQ,N203JQ,N203JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080912,V,50316777,A19DFF,True,True,True
N374JB,N374JB,N374JB,,,,,,,,,,False,False,False
N906XJ,N906XJ,N906XJ,BOMBARDIER INC,CL-600-2D24,5,5,2007,20070727,V,53103614,AC878C,True,True,True
N14231,N14231,N14231,BOEING,737-824,5,5,1999,19990618,V,50126371,A0ACF9,True,True,True
N615AE,N615AE,N615AE,EMBRAER,EMB-145LR,5,5,1998,19981030,V,52000526,A80156,True,True,True
N246JQ,N246JQ,N246JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081216,V,50443440,A24720,True,True,True
N915US,N915US,N915US,AIRBUS,A321-231,5,5,2014,20141211,V,53125421,ACAB11,True,True,True
N776DE,N776DE,N776DE,BOEING,737-8EH,5,5,2013,20170604,V,52477641,AA7FA1,True,True,True
N226JQ,N226JQ,N226JQ,EMBRAER,ERJ 170-200 LR,5,5,2008,20080327,V,50374042,A1F822,True,True,True
N933JN,N933JN,N933JN,EMBRAER,EMB-145LR,5,5,2005,20050617,V,53170643,ACF1A3,True,True,True
