TAIL_NUM,tail_raw,tail_display,MFR,MODEL,TYPE-ACFT,TYPE-ENG,YEAR MFR,AIR WORTH DATE,STATUS CODE,MODE S CODE,MODE S CODE HEX,HAS_MODEL,FOUND_IN_MASTER,FOUND_IN_ACFTREF
N207JQ,N207JQ,N207JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081031,V,50326333,A1ACDB,True,True,True
N305NX,N305NX,N305NX,BOEING,737-800,5,5,2016,20161108,V,50631447,A33327,True,True,True
N801DZ,N801DZ,N801DZ,BOEING,737-932ER,5,5,2013,20130927,V,52562767,AAE5F7,True,True,True
N292JB,N292JB,N292JB,,,,,,,,,,False,False,False
N37263,N37263,N37263,BOEING,737-824,5,5,2001,20010730,V,51037177,A43E7F,True,True,True
N128DN,N128DN,N128DN,AIRBUS,A321-211,5,5,2021,20211104,V,50070702,A071C2,True,True,True
N394DA,N394DA,N394DA,BOEING,737-832,5,5,2000,20000629,V,51110761,A491F1,True,True,True
N113DX,N113DX,N113DX,AIRBUS,A321-211,5,5,2021,20210401,V,50033671,A037B9,True,True,True
N284JB,N284JB,N284JB,EMBRAER,ERJ 190-100 IGW,5,5,2008,20080124,V,50556641,A2DDA1,True,True,True
N510UW,N510UW,N510UW,AIRBUS,A321-231,5,5,2009,20090401,V,51461506,A66346,True,True,True
N580UW,N580UW,N580UW,AIRBUS,A321-231,5,5,2014,20140611,V,51673677,A777BF,True,True,True
N145SY,N145SY,N145SY,EMBRAER S A,ERJ 170-200 LR,5,5,2015,20150622,V,50133352,A0B6EA,True,True,True
291NV,291NV,N291NV,AIRBUS INDUSTRIE,A320-214,5,5,2004,20210522,V,50575161,A2FA71,True,True,True
N233JQ,N233JQ,N233JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080624,V,50412174,A2147C,True,True,True
N512NK,N512NK,N512NK,,,,,,,,,,False,False,False
N199UW,N199UW,N199UW,AIRBUS,A321-211,5,5,2013,20130221,V,50305561,A18B71,True,True,True
N25201,N25201,N25201,BOEING,737-824,5,5,1999,19991214,V,50460536,A2615E,True,True,True
N112DN,N112DN,N112DN,AIRBUS SAS,A321-211,5,5,2021,20210223,V,50031771,A033F9,True,True,True
N468UA,N468UA,N468UA,AIRBUS INDUSTRIE,A320-232,5,5,2000,20010108,V,51334426,A5B916,True,True,True
N316DN,N316DN,N316DN,AIRBUS SAS,A321-213,5,5,2017,20250211,V,50656563,A35D73,True,True,True
N920DU,N920DU,N920DU,BOEING,737-900ER,5,5,2019,20190227,V,53137210,ACBE88,True,True,True
N328JB,N328JB,N328JB,EMBRAER,ERJ 190-100 IGW,5,5,2011,20110323,V,50706322,A38CD2,True,True,True
283NV,283NV,N283NV,AIRBUS,A320-214,5,5,,,V,50555140,A2DA60,True,True,True
N238JB,N238JB,N238JB,,,,,,,,,,False,False,False
N927AN,N927AN,N927AN,BOEING,737-823,5,5,2000,20000124,V,53154070,ACD838,True,True,True
N8764Q,N8764Q,N8764Q,BOEING,737-8,5,5,2022,20220718,V,53007623,AC0F93,True,True,True
N247JB,N247JB,N247JB,,,,,,,,,,False,False,False
N613AE,N613AE,N613AE,EMBRAER,EMB-145,5,4,1998,19980927,V,51774750,A7F9E8,True,True,True
N243JQ,N243JQ,N243JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081113,V,50435773,A23BFB,True,True,True
N3768,N3768,N3768,BOEING,737-832,5,5,2002,20020119,V,51046605,A44D85,True,True,True
N14242,N14242,N14242,BOEING,737-824,5,5,1999,19991022,V,50126435,A0AD1D,True,True,True
N201JQ,N201JQ,N201JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080808,V,50313221,A19691,True,True,True
N884DN,N884DN,N884DN,BOEING,737-900ER,5,5,2017,20170831,V,53026411,AC2D09,True,True,True
N310PQ,N310PQ,N310PQ,BOMBARDIER INC,CL-600-2D24,5,5,2014,20140403,V,50644045,A34825,True,True,True
N464AS,N464AS,N464AS,BOEING,737-990ER,5,5,2014,20140516,V,51324210,A5A888,True,True,True
N79541,N79541,N79541,BOEING,737-800,5,5,2017,20170912,V,52546626,AACD96,True,True,True
N354JB,N354JB,N354JB,,,,,,,,,,False,False,False
N227JQ,N227JQ,N227JQ,EMBRAER,ERJ 170-200 LR,5,5,2008,20080331,V,50375731,A1FBD9,True,True,True
N131EV,N131EV,N131EV,BOMBARDIER INC,CL-600-2D24,5,5,2009,20090130,V,50077540,A07F60,True,True,True
N37287,N37287,N37287,BOEING,737-824,5,5,2004,20040524,V,51037311,A43EC9,True,True,True
N293PQ,N293PQ,N293PQ,BOMBARDIER INC,CL-600-2D24,5,5,2013,20130919,V,50600763,A301F3,True,True,True
N337JB,N337JB,N337JB,EMBRAER,ERJ 190-100 IGW,5,5,2011,20110921,V,50730232,A3B09A,True,True,True
N836AW,N836AW,N836AW,AIRBUS,A319-132,5,5,2005,20051013,V,52667271,AB6EB9,True,True,True
220NV,220NV,N220NV,AIRBUS,A320-214,5,5,2000,20131118,V,50361101,A1E241,True,True,True
N582UW,N582UW,N582UW,AIRBUS INDUSTRIE,A321-231,5,5,2014,20140709,V,51677455,A77F2D,True,True,True
N519NK,N519NK,N519NK,,,,,,,,,,False,False,False
N204JQ,N204JQ,N204JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080919,V,50320666,A1A1B6,True,True,True
N249JB,N249JB,N249JB,,,,,,,,,,False,False,False
N928AM,N928AM,N928AM,AIRBUS,A321-231,5,5,2017,20170301,V,53155756,ACDBEE,True,True,True
N915AK,N915AK,N915AK,BOEING,737-9,5,5,2021,20210126,V,53124510,ACA948,True,True,True
N33264,N33264,N33264,BOEING,737-824,5,5,2001,20010809,V,50720204,A3A084,True,True,True
N852NN,N852NN,N852NN,BOEING,737-823,5,5,2010,20100914,V,52727777,ABAFFF,True,True,True
N239JQ,N239JQ,N239JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080929,V,50425306,A22AC6,True,True,True
N363DN,N363DN,N363DN,AIRBUS SAS,A321-213,5,5,2018,20220908,V,51013711,A417C9,True,True,True
N964AN,N964AN,N964AN,BOEING,737-823,5,5,2001,20010507,V,53265417,AD6B0F,True,True,True
N851NN,N851NN,N851NN,BOEING,737-823,5,5,2010,20100902,V,52726110,ABAC48,True,True,True
N397DN,N397DN,N397DN,AIRBUS,A321-211,5,5,2019,20190924,V,51116442,A49D22,True,True,True
N316JB,N316JB,N316JB,EMBRAER,ERJ 190-100 IGW,5,5,2009,20090723,V,50656745,A35DE5,True,True,True
N379DN,N379DN,N379DN,AIRBUS,A321-211,5,5,2019,20190517,V,51052622,A45592,True,True,True
N3746H,N3746H,N3746H,BOEING,737-832,5,5,2001,20010524,V,51042731,A445D9,True,True,True
N236JQ,N236JQ,N236JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080818,V,50417641,A21FA1,True,True,True
N197JB,N197JB,N197JB,,,,,,,,,,False,False,False
N479AS,N479AS,N479AS,BOEING,737-990ER,5,5,2015,20150715,V,51361232,A5E29A,True,True,True
N1801U,N1801U,N1801U,BOEING,737-8,5,5,2022,20220405,V,50241472,A1433A,True,True,True
N177US,N177US,N177US,AIRBUS INDUSTRIE,A321-211,5,5,,,V,50232401,A13501,True,True,True
N584UW,N584UW,N584UW,AIRBUS INDUSTRIE,A321-231,5,5,2014,20140802,V,51703233,A7869B,True,True,True
N957AN,N957AN,N957AN,BOEING,737-823,5,5,2001,20010309,V,53247265,AD4EB5,True,True,True
N33203,N33203,N33203,BOEING,737-824,5,5,2000,20000621,V,50717661,A39FB1,True,True,True
N594AS,N594AS,N594AS,BOEING,737-890,5,5,2008,20080325,V,51726124,A7AC54,True,True,True
N381DZ,N381DZ,N381DZ,AIRBUS,A321-211,5,5,2019,20190502,V,51057544,A45F64,True,True,True
N218JQ,N218JQ,N218JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2007,20070928,V,50354021,A1D811,True,True,True
N468AS,N468AS,N468AS,BOEING,737-990ER,5,5,2014,20140724,V,51333544,A5B764,True,True,True
N105DX,N105DX,N105DX,AIRBUS,A321-211,5,5,2020,20200924,V,50013650,A017A8,True,True,True
N622AE,N622AE,N622AE,EMBRAER,EMB-145LR,5,5,1999,19990213,V,52016660,A81DB0,True,True,True
N229JQ,N229JQ,N229JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080502,V,50401507,A20347,True,True,True
N760US,N760US,N760US,AIRBUS INDUSTRIE,A319-112,5,5,2000,20001206,V,52441533,AA435B,True,True,True
N430UA,N430UA,N430UA,AIRBUS INDUSTRIE,A320-232,5,5,1996,19960227,V,51222341,A524E1,True,True,True
N232PQ,N232PQ,N232PQ,BOMBARDIER INC,CL-600-2D24,5,5,2009,20090430,V,50410502,A21142,True,True,True
N952AA,N952AA,N952AA,BOEING,737-823,5,5,2000,20001220,V,53236026,AD3C16,True,True,True
N1902U,N1902U,N1902U,AIRBUS,A320-232,5,5,2006,20180805,V,50265334,A16ADC,True,True,True
N442AS,N442AS,N442AS,BOEING,737-990ER,5,5,2013,20131119,V,51251034,A5521C,True,True,True
N618AE,N618AE,N618AE,EMBRAER,EMB-145LR,5,5,1998,19981220,V,52006173,A80C7B,True,True,True
N219YX,N219YX,N219YX,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2007,20071025,V,50356455,A1DD2D,True,True,True
N236JB,N236JB,N236JB,,,,,,,,,,False,False,False
N448UA,N448UA,N448UA,AIRBUS INDUSTRIE,A320-232,5,5,1998,19980803,V,51265030,A56A18,True,True,True
N347DN,N347DN,N347DN,AIRBUS,A321-211,5,5,2018,20180611,V,50753647,A3D7A7,True,True,True
N509AY,N509AY,N509AY,AIRBUS,A321-231,5,5,2009,20090218,V,51455566,A65B76,True,True,True
N77296,N77296,N77296,BOEING,737-824,5,5,2005,20050914,V,52472047,AA7427,True,True,True
N37255,N37255,N37255,BOEING,737-824,5,5,2000,20001021,V,51037136,A43E5E,True,True,True
N919NN,N919NN,N919NN,BOEING,737-823,5,5,2013,20130302,V,53134523,ACB953,True,True,True
N3761R,N3761R,N3761R,BOEING,737-832,5,5,2001,20011010,V,51046240,A44CA0,True,True,True
N595NN,N595NN,N595NN,BOMBARDIER INC,CL-600-2D24,5,5,2016,20160608,V,51730463,A7B133,True,True,True
N354DN,N354DN,N354DN,AIRBUS,A321-211,5,5,2018,20180711,V,50772001,A3F401,True,True,True
N619AE,N619AE,N619AE,EMBRAER,EMB-145LR,5,5,1998,19981223,V,52010062,A81032,True,True,True
218NV,218NV,N218NV,AIRBUS,A320-214,5,5,2000,20131221,V,50354172,A1D87A,True,True,True
N920US,N920US,N920US,AIRBUS,A321-231,5,5,2015,20150228,V,53137775,ACBFFD,True,True,True
N3765,N3765,N3765,BOEING,737-832,5,5,2001,20011118,V,51046434,A44D1C,True,True,True
239NV,239NV,N239NV,AIRBUS,A320-214,5,5,,,V,50425457,A22B2F,True,True,True
N368CA,N368CA,N368CA,BOMBARDIER INC,CL-600-2C10,5,5,2003,20030113,V,51025067,A42A37,True,True,True
N420YX,N420YX,N420YX,EMBRAER S A,ERJ 170-200 LR,5,5,2014,20140129,V,51176733,A4FDDB,True,True,True
N434AS,N434AS,N434AS,BOEING,737-990ER,5,5,2016,20160315,V,51231013,A5320B,True,True,True
N934AN,N934AN,N934AN,BOEING,737-823,5,5,2000,20000515,V,53172222,ACF492,True,True,True
N278AK,N278AK,N278AK,BOEING,737-900ER,5,5,2017,20170915,V,50542076,A2C43E,True,True,True
N39475,N39475,N39475,BOEING,737-924ER,5,5,2013,20130602,V,51112420,A49510,True,True,True
N385DZ,N385DZ,N385DZ,AIRBUS,A321-211,5,5,2019,20190614,V,51067100,A46E40,True,True,True
N896NN,N896NN,N896NN,BOEING,737-823,5,5,2012,20120705,V,53056327,AC5CD7,True,True,True
N377NW,N377NW,N377NW,AIRBUS,A320-211,5,5,2003,20040224,V,51047415,A44F0D,True,True,True
N921NN,N921NN,N921NN,BOEING,737-823,5,5,2013,20130327,V,53141432,ACC31A,True,True,True
N181GJ,N181GJ,N181GJ,BOMBARDIER INC,CL-600-2D24,5,5,2008,20150520,V,50242402,A14502,True,True,True
N3769L,N3769L,N3769L,BOEING,737-832,5,5,2002,20020131,V,51046663,A44DB3,True,True,True
N1809U,N1809U,N1809U,BOEING,737-8,5,5,2022,20220512,V,50242122,A14452,True,True,True
N211JQ,N211JQ,N211JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081205,V,50337020,A1BE10,True,True,True
N107DN,N107DN,N107DN,AIRBUS,A321-211,5,5,2020,20201113,V,50017415,A01F0D,True,True,True
N351JB,N351JB,N351JB,EMBRAER,ERJ 190-100 IGW,5,5,2012,20120626,V,50764516,A3E94E,True,True,True
N921AN,N921AN,N921AN,BOEING,737-823,5,5,1999,19991012,V,53140756,ACC1EE,True,True,True
N352NW,N352NW,N352NW,AIRBUS INDUSTRIE,A320-212,5,5,1998,19980316,V,50766574,A3ED7C,True,True,True
235NV,235NV,N235NV,AIRBUS,A320-214,5,5,,,V,50416123,A21C53,True,True,True
N318JB,N318JB,N318JB,EMBRAER,ERJ 190-100 IGW,5,5,2010,20100630,V,50662523,A36553,True,True,True
N496UA,N496UA,N496UA,AIRBUS,A320-232,5,5,2002,20021008,V,51424045,A62825,True,True,True
N329JB,N329JB,N329JB,EMBRAER,ERJ 190-100 IGW,5,5,2011,20110503,V,50710211,A39089,True,True,True
N835NN,N835NN,N835NN,BOEING,737-823,5,5,2010,20100427,V,52666046,AB6C26,True,True,True
N111DC,N111DC,N111DC,AIRBUS,A321-211,5,5,2021,20210119,V,50030070,A03038,True,True,True
N240JQ,N240JQ,N240JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081001,V,50430326,A230D6,True,True,True
N76288,N76288,N76288,BOEING,737-824,5,5,2004,20040603,V,52446207,AA4C87,True,True,True
N229JB,N229JB,N229JB,,,,,,,,,,False,False,False
N814AW,N814AW,N814AW,AIRBUS INDUSTRIE,A319-132,5,4,2000,20000905,V,52614115,AB184D,True,True,True
N359DN,N359DN,N359DN,AIRBUS,A321-211,5,5,2018,20180801,V,51003224,A40694,True,True,True
N119NN,N119NN,N119NN,AIRBUS,A321-231,5,5,2014,20140812,V,50047333,A04EDB,True,True,True
N346JB,N346JB,N346JB,,,,,,,,,,False,False,False
N445UA,N445UA,N445UA,AIRBUS INDUSTRIE,A320-232,5,5,1998,19980612,V,51257363,A55EF3,True,True,True
N343NW,N343NW,N343NW,AIRBUS INDUSTRIE,A320-212,5,5,1992,19960703,V,50744664,A3C9B4,True,True,True
N238FR,N238FR,N238FR,AIRBUS,A320-214,5,5,2016,20161221,V,50423305,A226C5,True,True,True
N481AS,N481AS,N481AS,BOEING,737-990ER,5,5,2015,20150815,V,51366141,A5EC61,True,True,True
N129DN,N129DN,N129DN,AIRBUS,A321-211,5,5,2021,20211216,V,50072571,A07579,True,True,True
N183JB,N183JB,N183JB,,,,,,,,,,False,False,False
N210JQ,N210JQ,N210JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081125,V,50335131,A1BA59,True,True,True
N206JB,N206JB,N206JB,,,,,,,,,,False,False,False
N36247,N36247,N36247,BOEING,737-824,5,5,1999,19991201,V,51013276,A416BE,True,True,True
N897NN,N897NN,N897NN,BOEING,737-823,5,5,2012,20121119,V,53060216,AC608E,True,True,True
N409AS,N409AS,N409AS,BOEING,737-990ER,5,5,2013,20130204,V,51147041,A4CE21,True,True,True
N200PQ,N200PQ,N200PQ,BOMBARDIER INC,CL-600-2D24,5,5,2008,20081218,V,50311527,A19357,True,True,True
N611NN,N611NN,N611NN,BOMBARDIER INC,CL-600-2D24,5,5,2019,20191213,V,51771656,A7F3AE,True,True,True
N698CB,N698CB,N698CB,EMBRAER,EMB-145LR,5,5,2004,20041217,V,52244242,A948A2,True,True,True
N234JQ,N234JQ,N234JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080625,V,50414063,A21833,True,True,True
N77520,N77520,N77520,BOEING,737-824,5,5,2010,20100813,V,52477121,AA7E51,True,True,True
N823AW,N823AW,N823AW,,,,,,,,,,False,False,False
N283JB,N283JB,N283JB,EMBRAER,ERJ 190-100 IGW,5,5,2007,20071114,V,50554752,A2D9EA,True,True,True
N837NN,N837NN,N837NN,BOEING,737-823,5,5,2010,20100510,V,52671624,AB7394,True,True,True
N350NA,N350NA,N350NA,AIRBUS INDUSTRIE,A320-212,5,5,1993,19961103,V,50762772,A3E5FA,True,True,True
N33289,N33289,N33289,BOEING,737-824,5,5,2004,20040723,V,50720317,A3A0CF,True,True,True
N3753,N3753,N3753,BOEING,737-832,5,5,2001,20010721,V,51044437,A4491F,True,True,True
N975AK,N975AK,N975AK,BOEING,737-9,5,5,2021,20220210,V,53313102,AD9642,True,True,True
N224JQ,N224JQ,N224JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20080228,V,50370264,A1F0B4,True,True,True
N47517,N47517,N47517,BOEING,737-9,5,5,2020,20201204,V,51353110,A5D648,True,True,True
N8765Q,N8765Q,N8765Q,BOEING,737-8,5,5,2022,20220802,V,53007666,AC0FB6,True,True,True
N143AN,N143AN,N143AN,AIRBUS,A321-231,5,5,2015,20150822,V,50126742,A0ADE2,True,True,True
N348JB,N348JB,N348JB,,,,,,,,,,False,False,False
N334NW,N334NW,N334NW,AIRBUS INDUSTRIE,A320-212,5,5,1992,19960712,V,50722754,A3A5EC,True,True,True
N242JQ,N242JQ,N242JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081029,V,50434104,A23844,True,True,True
N193JB,N193JB,N193JB,EMBRAER,ERJ 190-100 IGW,5,5,2005,20060106,V,50272032,A1741A,True,True,True
N425UA,N425UA,N425UA,AIRBUS INDUSTRIE,A320-232,5,5,1995,19950410,V,51207765,A50FF5,True,True,True
N932AK,N932AK,N932AK,BOEING,737-9,5,5,2021,20220104,V,53166441,ACED21,True,True,True
N478UA,N478UA,N478UA,AIRBUS INDUSTRIE,A320-232,5,5,2001,20011219,V,51360225,A5E095,True,True,True
N157AA,N157AA,N157AA,AIRBUS,A321-231,5,5,2016,20160311,V,50162061,A0E431,True,True,True
N854NN,N854NN,N854NN,BOEING,737-823,5,5,2010,20100929,V,52733555,ABB76D,True,True,True
N393DN,N393DN,N393DN,AIRBUS SAS,A321-211,5,5,2019,20190806,V,51107106,A48E46,True,True,True
N474AS,N474AS,N474AS,BOEING,737-990ER,5,5,2015,20150627,V,51350007,A5D007,True,True,True
N355JB,N355JB,N355JB,,,,,,,,,,False,False,False
N259NN,N259NN,N259NN,EMBRAER S A,ERJ 170-200 LR,5,5,2017,20170825,V,50475046,A27A26,True,True,True
N338DN,N338DN,N338DN,AIRBUS SAS,A321-213,5,5,2018,20220915,V,50731737,A3B3DF,True,True,True
N214AK,N214AK,N214AK,BOEING,737-900ER,5,5,2019,20190228,V,50344150,A1C868,True,True,True
N228NN,N228NN,N228NN,EMBRAER S A,ERJ 170-200 LR,5,5,2016,20160322,V,50377762,A1FFF2,True,True,True
N133AN,N133AN,N133AN,AIRBUS,A321-231,5,5,2015,20150303,V,50103143,A08663,True,True,True
N761RW,N761RW,N761RW,EMBRAER,ERJ 170-100 STD,5,5,,,V,52443313,AA46CB,True,True,True
N374DX,N374DX,N374DX,AIRBUS,A321-211,5,5,2019,20190322,V,51041410,A44308,True,True,True
N930AN,N930AN,N930AN,BOEING,737-823,5,5,2000,20000406,V,53162666,ACE5B6,True,True,True
N355PU,N355PU,N355PU,BOEING,737-800,5,5,2017,20171103,V,50774270,A3F8B8,True,True,True
N317DN,N317DN,N317DN,AIRBUS SAS,A321-213,5,5,2017,20250304,V,50660452,A3612A,True,True,True
N656CA,N656CA,N656CA,BOMBARDIER INC,CL-600-2C11,5,5,2004,20240830,V,52121467,A8A337,True,True,True
N148SY,N148SY,N148SY,EMBRAER S A,ERJ 170-200 LR,5,5,2015,20150723,V,50141017,A0C20F,True,True,True
N8767M,N8767M,N8767M,BOEING,737-8,5,5,2022,20220811,V,53007771,AC0FF9,True,True,True
N960AN,N960AN,N960AN,BOEING,737-823,5,5,2001,20010418,V,53256063,AD5C33,True,True,True
330NV,330NV,N330NV,AIRBUS,A319-111,5,5,2006,20161214,V,50713417,A3970F,True,True,True
N332DN,N332DN,N332DN,AIRBUS SAS,A321-213,5,5,2017,20220919,V,50716625,A39D95,True,True,True
N408AS,N408AS,N408AS,BOEING,737-990ER,5,5,2012,20121217,V,51145152,A4CA6A,True,True,True
N24202,N24202,N24202,BOEING,737-824,5,5,2000,20000610,V,50434740,A239E0,True,True,True
N230NN,N230NN,N230NN,EMBRAER S A,ERJ 170-200 LR,5,5,2016,20160412,V,50404671,A209B9,True,True,True
N228JB,N228JB,N228JB,,,,,,,,,,False,False,False
N222NS,N222NS,N222NS,EMBRAER,ERJ 170-200 LR,5,5,2015,20151216,V,50364654,A1E9AC,True,True,True
N951AA,N951AA,N951AA,BOEING,737-823,5,5,2000,20001212,V,53234137,AD385F,True,True,True
N483AS,N483AS,N483AS,BOEING,737-990ER,5,5,2015,20150903,V,51371717,A5F3CF,True,True,True
N214JQ,N214JQ,N214JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20090129,V,50344465,A1C935,True,True,True
N3735D,N3735D,N3735D,BOEING,737-832,5,5,2000,20001102,V,51040773,A441FB,True,True,True
N118NN,N118NN,N118NN,AIRBUS INDUSTRIE,A321-231,5,5,2014,20140702,V,50045444,A04B24,True,True,True
N529AS,N529AS,N529AS,BOEING,737-890,5,5,2010,20100405,V,51525156,A6AA6E,True,True,True
N258JB,N258JB,N258JB,EMBRAER,ERJ 190-100 IGW,5,5,2006,20061005,V,50473000,A27600,True,True,True
N273NN,N273NN,N273NN,EMBRAER S A,ERJ 170-200 LR,5,5,2019,20190314,V,50531332,A2B2DA,True,True,True
N508AS,N508AS,N508AS,BOEING,737-890,5,5,2008,20080710,V,51453671,A657B9,True,True,True
N161AA,N161AA,N161AA,AIRBUS,A321-231,5,5,2016,20160527,V,50172546,A0F566,True,True,True
N14219,N14219,N14219,BOEING,737-824,5,5,1998,19980826,V,50126273,A0ACBB,True,True,True
N495AS,N495AS,N495AS,BOEING,737-990ER,5,5,2016,20160221,V,51421274,A622BC,True,True,True
N239JB,N239JB,N239JB,,,,,,,,,,False,False,False
N910XJ,N910XJ,N910XJ,BOMBARDIER INC,CL-600-2D24,5,5,2007,20071011,V,53114301,AC98C1,True,True,True
N3742C,N3742C,N3742C,BOEING,737-832,5,5,2001,20010126,V,51042510,A44548,True,True,True
N110DX,N110DX,N110DX,AIRBUS,A321-211,5,5,2021,20210114,V,50026224,A02C94,True,True,True
N288AK,N288AK,N288AK,BOEING,737-900ER,5,5,2018,20180521,V,50565675,A2EBBD,True,True,True
N190JB,N190JB,N190JB,EMBRAER,ERJ 190-100 IGW,5,5,2005,20051201,V,50264365,A168F5,True,True,True
N229NN,N229NN,N229NN,EMBRAER S A,ERJ 170-200 LR,5,5,2016,20160322,V,50401651,A203A9,True,True,True
N1802U,N1802U,N1802U,BOEING,737-8,5,5,2022,20220517,V,50241535,A1435D,True,True,True
N37700,N37700,N37700,BOEING,737-832,5,5,2002,20020219,V,51050075,A4503D,True,True,True
N167AN,N167AN,N167AN,AIRBUS,A321-231,5,5,2016,20160810,V,50205674,A10BBC,True,True,True
N327NW,N327NW,N327NW,AIRBUS INDUSTRIE,A320-211,5,4,1992,19920413,V,50704622,A38992,True,True,True
N222JQ,N222JQ,N222JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2007,20080116,V,50364506,A1E946,True,True,True
N907AA,N907AA,N907AA,AIRBUS,A321-231,5,5,2017,20170711,V,53104456,AC892E,True,True,True
N560AS,N560AS,N560AS,BOEING,737-890,5,5,2006,20061011,V,51623373,A726FB,True,True,True
N909NN,N909NN,N909NN,BOEING,737-823,5,5,2012,20121130,V,53110724,AC91D4,True,True,True
N151UW,N151UW,N151UW,AIRBUS,A321-211,5,5,2013,20130326,V,50147675,A0CFBD,True,True,True
N319US,N319US,N319US,AIRBUS INDUSTRIE,A320-211,5,4,1991,19910729,V,50665023,A36A13,True,True,True
N33262,N33262,N33262,BOEING,737-824,5,5,2001,20010722,V,50720202,A3A082,True,True,True
N907NN,N907NN,N907NN,BOEING,737-823,5,5,2012,20121105,V,53105146,AC8A66,True,True,True
N528AS,N528AS,N528AS,BOEING,737-890,5,5,2009,20090610,V,51523267,A6A6B7,True,True,True
N8755L,N8755L,N8755L,BOEING,737-8,5,5,2022,20220427,V,53005773,AC0BFB,True,True,True
N125AA,N125AA,N125AA,AIRBUS,A321-231,5,5,2014,20140926,V,50063106,A06646,True,True,True
N943AK,N943AK,N943AK,BOEING,737-9,5,5,2022,20220815,V,53214127,AD1857,True,True,True
N13248,N13248,N13248,BOEING,737-824,5,5,1999,19991203,V,50102644,A085A4,True,True,True
N233NN,N233NN,N233NN,EMBRAER,ERJ 170-200 LR,5,5,2016,20160523,V,50412336,A214DE,True,True,True
N366DX,N366DX,N366DX,AIRBUS,A321-211,5,5,2019,20190124,V,51021367,A422F7,True,True,True
N588AS,N588AS,N588AS,BOEING,737-890,5,5,2007,20151027,V,51711661,A793B1,True,True,True
N831NN,N831NN,N831NN,BOEING,737-823,5,5,2010,20100322,V,52656512,AB5D4A,True,True,True
N76269,N76269,N76269,BOEING,737-824,5,5,2001,20011005,V,52446102,AA4C42,True,True,True
N160AN,N160AN,N160AN,AIRBUS,A321-231,5,5,2016,20160503,V,50170673,A0F1BB,True,True,True
N972NN,N972NN,N972NN,BOEING,737-823,5,5,2015,20150610,V,53306114,AD8C4C,True,True,True
206NV,206NV,N206NV,AIRBUS,A320-214,5,5,2012,20211029,V,50324615,A1A98D,True,True,True
N260NN,N260NN,N260NN,EMBRAER S A,ERJ 170-200 LR,5,5,2017,20171122,V,50500066,A28036,True,True,True
N998AN,N998AN,N998AN,AIRBUS,A321-231,5,5,2017,20170127,V,53370150,ADF068,True,True,True
N36472,N36472,N36472,BOEING,737-924ER,5,5,2013,20130429,V,51017220,A41E90,True,True,True
N8773Q,N8773Q,N8773Q,BOEING,737-8,5,5,2022,20220829,V,53011447,AC1327,True,True,True
N241JQ,N241JQ,N241JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,5,5,2008,20081002,V,50432215,A2348D,True,True,True
N203JB,N203JB,N203JB,,,,,,,,,,False,False,False
N37531,N37531,N37531,BOEING,737-9,5,5,2022,20220627,V,51044471,A44939,True,True,True
N638RW,N638RW,N638RW,EMBRAER,ERJ 170-100 SE,5,5,2004,20041130,V,52056400,A85D00,True,True,True
N885NN,N885NN,N885NN,BOEING,737-823,5,5,2012,20120220,V,53030641,AC31A1,True,True,True
N440AS,N440AS,N440AS,BOEING,737-990ER,5,5,2013,20131113,V,51245256,A54AAE,True,True,True
N905NN,N905NN,N905NN,BOEING,737-823,5,5,2012,20121010,V,53101370,AC82F8,True,True,True
N76504,N76504,N76504,BOEING,737-824,5,5,2006,20060825,V,52453220,AA5690,True,True,True
N317PG,N317PG,N317PG,BOEING,737-800,5,5,2017,20170407,V,50661036,A3621E,True,True,True
